year,state_ansi,county_ansi,district_code,data_item,value,cv
2024,01,105,04,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",141.6,14.0
2024,01,003,05,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",174.0,3.5
2024,01,013,05,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",83.3,27.7
2024,01,099,05,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",129.2,3.7
2024,01,015,02,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",129.7,7.7
2024,01,019,02,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",85.3,13.3
2024,01,043,02,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",95.0,14.4
2024,01,049,02,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",129.5,2.6
2024,01,055,02,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",113.3,2.7
2024,01,071,02,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",103.2,6.3
2024,01,095,02,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",107.0,4.5
2024,01,033,01,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",96.0,4.5
2024,01,059,01,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",71.4,14.9
2024,01,077,01,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",95.5,4.2
2024,01,079,01,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",112.1,5.0
2024,01,083,01,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",114.1,2.3
2024,01,089,01,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",114.9,7.8
2024,01,093,01,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",91.4,8.8
2024,01,103,01,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",102.1,10.6
2024,01,021,03,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",88.5,4.1
2024,01,057,03,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",65.6,23.0
2024,01,111,03,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",114.8,6.7
2024,01,121,03,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",113.6,20.8
2024,01,125,03,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",118.9,11.0
2024,01,127,03,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",73.1,19.5
2024,01,031,06,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",80.1,22.9
2024,01,039,06,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",87.4,10.8
2024,01,045,06,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",114.2,15.1
2024,01,061,06,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",136.9,7.3
2024,01,067,06,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",153.6,4.6
2024,01,069,06,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",175.2,4.4
2024,01,109,06,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",68.8,23.0
2024,05,029,05,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",157.1,5.4
2024,05,045,05,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",164.3,2.8
2024,05,119,05,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",156.2,9.6
2024,05,001,06,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",189.9,1.3
2024,05,035,06,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",199.5,4.5
2024,05,037,06,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",201.5,2.7
2024,05,077,06,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",190.0,2.0
2024,05,085,06,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",196.5,2.6
2024,05,095,06,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",185.6,2.6
2024,05,107,06,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",191.7,1.6
2024,05,117,06,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",185.2,3.0
2024,05,123,06,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",191.3,3.1
2024,05,147,06,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",202.5,4.8
2024,05,021,03,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",194.2,5.3
2024,05,031,03,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",193.1,1.8
2024,05,055,03,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",193.6,3.1
2024,05,093,03,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",199.7,3.8
2024,05,111,03,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",204.2,2.3
2024,05,145,03,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",212.3,3.9
2024,05,143,01,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",103.7,1.9
2024,05,003,09,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",191.0,2.9
2024,05,017,09,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",180.3,3.2
2024,05,041,09,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",178.0,2.2
2024,05,043,09,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",185.5,3.2
2024,05,069,09,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",178.5,1.9
2024,05,079,09,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",183.9,2.7
2024,05,073,07,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",159.4,3.8
2024,05,149,04,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",148.4,5.7
2024,10,001,05,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",179.6,4.4
2024,10,003,02,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",177.7,6.3
2024,10,005,08,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",165.2,3.0
2024,13,091,05,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",217.9,7.1
2024,13,175,05,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",181.7,15.3
2024,13,289,05,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",177.9,3.4
2024,13,319,05,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",206.9,2.5
2024,13,033,06,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",177.4,9.3
2024,13,043,06,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",70.0,24.4
2024,13,107,06,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",132.3,15.6
2024,13,251,06,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",128.3,15.7
2024,13,085,02,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",146.3,22.0
2024,13,139,02,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",78.8,27.3
2024,13,291,02,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",141.5,2.2
2024,13,297,02,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",44.7,8.5
2024,13,011,03,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",96.9,18.6
2024,13,119,03,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",153.4,24.3
2024,13,055,01,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",101.7,5.7
2024,13,129,01,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",71.5,8.4
2024,13,003,08,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",171.0,4.9
2024,13,017,08,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",154.1,3.1
2024,13,019,08,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",101.8,7.3
2024,13,069,08,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",154.9,8.8
2024,13,071,08,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",175.8,8.0
2024,13,155,08,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",172.9,10.0
2024,13,173,08,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",96.8,4.3
2024,13,277,08,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",169.5,15.7
2024,13,315,08,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",176.9,5.8
2024,13,321,08,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",181.5,3.5
2024,13,025,09,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",55.8,18.9
2024,13,267,09,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",189.1,5.0
2024,13,299,09,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",130.6,23.5
2024,13,305,09,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",92.0,16.5
2024,13,007,07,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",206.4,2.8
2024,13,037,07,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",205.4,4.6
2024,13,087,07,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",199.3,5.3
2024,13,131,07,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",138.3,11.3
2024,13,201,07,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",195.1,3.4
2024,13,205,07,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",202.2,2.9
2024,13,243,07,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",182.1,12.5
2024,13,253,07,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",213.0,2.3
2024,13,275,07,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",182.3,6.5
2024,13,045,04,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",109.1,20.8
2024,13,197,04,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",141.3,8.7
2023,01,047,04,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",133.0,8.7
2023,01,051,04,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",133.8,11.0
2023,01,087,04,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",138.6,9.2
2023,01,091,04,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",115.3,15.8
2023,01,105,04,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",102.9,10.0
2023,01,003,05,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",185.2,4.8
2023,01,053,05,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",167.1,6.9
2023,01,099,05,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",183.7,4.6
2023,01,009,02,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",146.9,7.1
2023,01,015,02,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",180.3,11.5
2023,01,019,02,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",153.2,6.8
2023,01,043,02,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",174.9,9.4
2023,01,049,02,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",175.5,2.4
2023,01,055,02,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",140.9,9.1
2023,01,071,02,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",164.3,4.0
2023,01,095,02,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",174.2,5.2
2023,01,033,01,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",172.0,3.1
2023,01,059,01,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",161.3,7.8
2023,01,077,01,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",155.6,2.8
2023,01,079,01,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",171.9,2.2
2023,01,083,01,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",182.3,2.8
2023,01,089,01,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",201.2,2.8
2023,01,093,01,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",141.3,2.2
2023,01,103,01,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",177.0,2.9
2023,01,021,03,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",165.0,7.9
2023,01,057,03,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",135.6,14.4
2023,01,111,03,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",149.4,11.2
2023,01,121,03,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",170.2,2.7
2023,01,125,03,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",167.9,6.6
2023,01,005,06,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",186.9,2.7
2023,01,031,06,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",111.0,13.7
2023,01,039,06,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",140.1,7.7
2023,01,045,06,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",141.8,13.9
2023,01,061,06,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",135.6,11.4
2023,01,067,06,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",159.8,4.9
2023,01,069,06,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",166.5,4.7
2023,01,109,06,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",145.8,10.3
2023,05,001,06,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",184.4,1.3
2023,05,035,06,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",189.2,1.3
2023,05,037,06,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",191.5,1.8
2023,05,077,06,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",192.2,1.3
2023,05,085,06,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",173.5,1.9
2023,05,095,06,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",164.6,4.6
2023,05,107,06,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",189.5,1.6
2023,05,117,06,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",192.3,2.1
2023,05,123,06,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",185.9,1.1
2023,05,147,06,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",156.3,3.9
2023,05,021,03,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",183.0,4.8
2023,05,055,03,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",191.2,3.2
2023,05,067,03,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",186.0,3.7
2023,05,093,03,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",192.2,4.0
2023,05,111,03,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",188.2,2.2
2023,05,145,03,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",186.7,3.9
2023,05,003,09,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",177.5,1.9
2023,05,017,09,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",178.6,1.0
2023,05,041,09,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",192.3,1.6
2023,05,043,09,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",191.9,2.3
2023,05,069,09,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",175.8,2.2
2023,05,079,09,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",181.7,3.3
2023,05,149,04,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",150.7,2.3
2023,10,001,05,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",194.5,2.5
2023,10,003,02,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",191.6,5.8
2023,10,005,08,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",185.5,1.7
2023,13,167,05,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",166.3,3.8
2023,13,175,05,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",170.1,14.1
2023,13,303,05,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",202.4,9.1
2023,13,031,06,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",142.0,11.1
2023,13,033,06,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",180.6,2.8
2023,13,107,06,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",171.3,5.0
2023,13,163,06,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",197.4,5.2
2023,13,165,06,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",181.9,7.0
2023,13,251,06,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",166.7,9.3
2023,13,139,02,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",129.0,4.9
2023,13,297,02,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",81.7,20.0
2023,13,011,03,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",155.5,10.0
2023,13,119,03,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",162.2,3.4
2023,13,241,03,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",120.6,15.6
2023,13,115,01,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",120.8,11.4
2023,13,129,01,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",168.9,1.8
2023,13,295,01,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",155.7,4.2
